Id,SalePrice
1698,339184.168
1699,313040.7774
1700,249182.5357
1701,259389.977
1702,245728.8631
1703,252490.3928
1704,281646.2259
1705,239933.95
1706,413987.0641
1707,208974.2049
1708,207033.4322
1709,268091.2676
1710,223838.9927
1711,282871.0563
1712,252344.9084
1713,275871.8676
1714,223378.3502
1715,207723.5586
1716,182792.3213
1717,178225.9844
1718,142305.5654
1719,209872.169
1720,245534.4725
1721,155354.667
1722,124222.6819
1723,149095.4615
1724,205255.0575
1725,236367.7542
1726,181076.7944
1727,158880.3013
1728,159997.7653
1729,163589.6983
1730,161056.3324
1731,122920.8042
1732,124182.5884
1733,108884.2318
1734,122692.7331
1735,114722.7326
1736,105978.7323
1737,308711.0759
1738,256233.8356
1739,226574.4801
1740,211112.8617
1741,189082.9269
1742,170226.956
1743,170334.624
1744,327077.6058
1745,210813.5157
1746,189129.6633
1747,217863.0469
1748,212228.3993
1749,139606.3088
1750,124348.1131
1751,239316.0569
1752,114823.8165
1753,150532.4069
1754,194995.0379
1755,174483.0983
1756,127245.1038
1757,118275.6089
1758,143985.0817
1759,165102.225
1760,162820.7203
1761,147603.1679
1762,172734.4822
1763,183123.4291
1764,114817.1968
1765,140033.5625
1766,192089.1657
1767,227027.16
1768,140604.2431
1769,169398.0694
1770,152324.1764
1771,122633.2777
1772,133079.2748
1773,118706.7558
1774,145555.6767
1775,141219.2019
1776,122917.0031
1777,104122.9825
1778,140031.7537
1779,125547.2258
1780,173599.816
1781,126724.2864
1782,85411.04358
1783,139444.607
1784,108792.1177
1785,115247.7917
1786,138020.9294
1787,162912.2256
1788,58392.57032
1789,92513.3717
1790,82959.13369
1791,183739.3337
1792,164505.6827
1793,129458.7676
1794,152487.8195
1795,133505.0601
1796,124288.2871
1797,113742.2812
1798,120816.0242
1799,108735.3788
1800,128309.4929
1801,131932.5258
1802,136757.7446
1803,144803.7328
1804,131510.7182
1805,131433.3355
1806,122363.4056
1807,126728.7633
1808,119846.0219
1809,127639.0905
1810,139132.6226
1811,93105.80872
1812,99838.41953
1813,126147.495
1814,96170.65906
1815,57283.10562
1816,100319.294
1817,109632.8583
1818,149518.029
1819,125459.8505
1820,65975.0337
1821,104195.798
1822,147760.1229
1823,50164.55398
1824,116958.3678
1825,141549.3407
1826,106922.2479
1827,104423.0273
1828,134350.4673
1829,119000.215
1830,146599.8557
1831,152785.6486
1832,64093.69518
1833,136454.6192
1834,118761.4462
1835,112054.3379
1836,110447.5786
1837,85600.03398
1838,125912.8505
1839,98149.01941
1840,143444.6012
1841,135124.7209
1842,86705.6385
1843,129213.773
1844,136230.7749
1845,149608.377
1846,151980.7818
1847,169306.246
1848,57215.06041
1849,103987.3564
1850,115747.9895
1851,150867.7116
1852,116331.8002
1853,121533.4986
1854,160894.1951
1855,148495.0114
1856,218932.8711
1857,140640.4663
1858,130471.5924
1859,117006.4295
1860,134724.854
1861,116288.1211
1862,347170.2692
1863,317059.4909
1864,317180.6385
1865,329593.1133
1866,319771.406
1867,221241.2895
1868,273234.8156
1869,202166.1456
1870,220433.156
1871,252936.632
1872,173835.9485
1873,241279.5244
1874,150151.7896
1875,209567.5759
1876,199436.0986
1877,207555.6452
1878,195806.9508
1879,126687.4899
1880,128688.3025
1881,240778.8992
1882,240751.7317
1883,181605.6787
1884,205220.7689
1885,219442.6082
1886,282637.6304
1887,211385.0279
1888,264190.5708
1889,174243.576
1890,116270.1534
1891,127364.0958
1892,95756.99603
1893,125708.8205
1894,124210.6397
1895,132707.546
1896,122166.3808
1897,119123.2205
1898,116471.903
1899,155425.6675
1900,149621.8964
1901,178156.9376
1902,159920.7479
1903,213965.8799
1904,135136.5464
1905,210112.1784
1906,115892.0538
1907,211457.5071
1908,113825.7727
1909,127152.8081
1910,121011.5361
1911,233178.0256
1912,327175.1361
1913,128817.7724
1914,64174.63822
1915,298250.1281
1916,60173.646
1917,251822.4476
1918,141102.4148
1919,179343.8608
1920,159964.6149
1921,367900.5162
1922,312988.4988
1923,233615.3448
1924,226950.0305
1925,196126.5809
1926,370987.5134
1927,128219.9134
1928,158317.8346
1929,124886.2049
1930,122890.6411
1931,134446.0291
1932,132006.2476
1933,177223.52
1934,181860.1596
1935,169064.8876
1936,197571.0108
1937,183129.4922
1938,171550.4496
1939,243792.6946
1940,188482.4124
1941,166509.1381
1942,161060.0689
1943,213452.3215
1944,383247.8373
1945,399429.4279
1946,133369.974
1947,321151.195
1948,167590.567
1949,239504.139
1950,187357.6503
1951,228809.0085
1952,208647.9794
1953,165963.1293
1954,176039.4726
1955,137261.6109
1956,298304.9336
1957,155917.3448
1958,263146.3653
1959,144532.439
1960,106461.5531
1961,120236.4929
1962,96015.44034
1963,105403.8287
1964,103370.1122
1965,142970.0576
1966,141964.3269
1967,297668.4945
1968,440914.3137
1969,389020.1701
1970,402984.2139
1971,497466.1994
1972,371713.9387
1973,280759.3617
1974,334269.242
1975,485953.8176
1976,282385.1983
1977,353117.9792
1978,350163.7046
1979,317109.0692
1980,205417.9596
1981,333824.9223
1982,223317.3918
1983,209295.1435
1984,162379.5794
1985,228777.651
1986,216882.2589
1987,180945.4922
1988,173259.3427
1989,191845.3503
1990,208756.9348
1991,234754.962
1992,214754.6864
1993,166902.5781
1994,230926.2505
1995,187669.0577
1996,256522.3202
1997,302941.9671
1998,309328.3631
1999,281785.305
2000,322805.3614
2001,282571.0948
2002,253841.4908
2003,264932.3754
2004,293898.5573
2005,226436.3743
2006,224876.5491
2007,258257.434
2008,218807.8468
2009,198279.15
2010,189075.7207
2011,137896.1793
2012,172564.8732
2013,174617.8181
2014,178979.2983
2015,207081.1608
2016,187520.3444
2017,189556.4161
2018,110177.4707
2019,128880.4678
2020,94944.62352
2021,98798.27522
2022,193032.8697
2023,140949.2741
2024,268085.6726
2025,346082.8872
2026,178689.6159
2027,158713.3607
2028,150392.865
2029,163505.4604
2030,263005.127
2031,233975.3039
2032,241219.2903
2033,250539.3464
2034,166526.3764
2035,236159.3694
2036,192731.825
2037,205414.2009
2038,300898.0373
2039,234031.2702
2040,287360.1276
2041,314980.1306
2042,212698.2988
2043,182132.6383
2044,164044.2671
2045,210496.8264
2046,150523.689
2047,136976.716
2048,143689.4997
2049,138697.1892
2050,168195.3132
2051,103577.1056
2052,125173.9881
2053,146530.7531
2054,88160.71301
2055,146190.3716
2056,144122.756
2057,111937.5467
2058,209727.4592
2059,130430.6385
2060,176563.9189
2061,172001.7536
2062,125129.0787
2063,117594.665
2064,139326.469
2065,111972.4858
2066,165950.2354
2067,105468.5513
2068,145034.2228
2069,84511.0103
2070,113130.2125
2071,87208.8137
2072,133049.2679
2073,128294.2443
2074,182047.1372
2075,145911.9927
2076,118538.8862
2077,160176.1789
2078,123890.2489
2079,132572.5947
2080,117735.9017
2081,123119.1348
2082,121056.2762
2083,143205.5212
2084,108226.1369
2085,119230.3409
2086,115146.1977
2087,126577.3014
2088,98299.21056
2089,79310.20193
2090,120367.218
2091,118463.1073
2092,122383.2506
2093,104743.733
2094,104292.4031
2095,158371.8098
2096,77466.18694
2097,99368.8444
2098,150640.9537
2099,56306.49196
2100,71511.41826
2101,105742.9015
2102,124493.7977
2103,107554.0853
2104,138504.5782
2105,135829.1444
2106,66741.18124
2107,190951.6249
2108,118043.1442
2109,115571.2226
2110,125690.6125
2111,142581.6162
2112,135466.1196
2113,118120.4514
2114,125475.2056
2115,167377.8074
2116,114084.0839
2117,154589.9171
2118,128251.2971
2119,116783.7948
2120,111860.5347
2121,102618.1542
2122,119738.8667
2123,79896.03706
2124,159581.3591
2125,121913.2221
2126,146014.5096
2127,158547.304
2128,118375.7625
2129,81559.90225
2130,128435.1613
2131,136830.0577
2132,108210.7031
2133,114268.4869
2134,111565.3011
2135,86244.50022
2136,72449.48664
2137,104065.2767
2138,133983.2222
2139,144480.9037
2140,135405.4602
2141,164494.8727
2142,124520.4892
2143,145215.4246
2144,119692.3116
2145,136730.4102
2146,173916.182
2147,138082.0468
2148,134431.3008
2149,148595.8568
2150,238636.6024
2151,115218.5118
2152,169042.8122
2153,163645.2477
2154,101755.4121
2155,141645.494
2156,242357.6386
2157,235636.1409
2158,236959.437
2159,220111.0094
2160,184531.5041
2161,236307.0339
2162,367365.4798
2163,341914.5673
2164,256570.3343
2165,217979.2075
2166,160441.3888
2167,220699.7554
2168,198278.8917
2169,190169.6982
2170,215858.9896
2171,153608.8807
2172,130895.3214
2173,177634.0311
2174,219721.5499
2175,286292.0019
2176,318610.7663
2177,237475.1542
2178,210362.3457
2179,136218.6185
2180,221779.8945
2181,196973.1511
2182,230724.9695
2183,191798.8995
2184,117785.525
2185,118073.0269
2186,146434.144
2187,148547.0611
2188,152322.782
2189,318694.9109
2190,79385.83564
2191,79309.45988
2192,85144.51786
2193,108195.6354
2194,104155.634
2195,105806.3856
2196,98885.33152
2197,113108.7409
2198,155763.0561
2199,188554.1537
2200,144850.5395
2201,144965.5143
2202,214161.8305
2203,138014.298
2204,177073.7975
2205,121295.4395
2206,132404.031
2207,214578.5605
2208,276956.5063
2209,245535.5882
2210,120636.7259
2211,106258.1725
2212,117478.6357
2213,101813.7608
2214,118314.9202
2215,94777.25239
2216,136548.5646
2217,63475.59541
2218,85557.27295
2219,76610.01454
2220,84755.56322
2221,296860.6048
2222,278990.9533
2223,285036.3511
2224,205820.9101
2225,122991.4266
2226,183130.3672
2227,190172.5738
2228,270569.609
2229,247148.9215
2230,151867.9338
2231,205565.1206
2232,177717.9651
2233,178061.5903
2234,240211.6967
2235,217162.4047
2236,249343.4655
2237,307078.9667
2238,198646.4096
2239,113518.3869
2240,156027.32
2241,157714.2628
2242,117884.4474
2243,118752.8907
2244,103192.0268
2245,102978.5252
2246,141785.7077
2247,109385.2449
2248,120284.0959
2249,114339.1832
2250,125231.4103
2251,107594.7755
2252,182236.6962
2253,157813.7217
2254,182817.9548
2255,186024.5892
2256,166396.0237
2257,207637.9452
2258,156063.8455
2259,175761.7068
2260,148681.8892
2261,198690.7191
2262,211906.7521
2263,387945.3713
2264,505065.1139
2265,156993.2637
2266,300086.9143
2267,359116.4453
2268,432040.5659
2269,151165.7768
2270,191059.4201
2271,202567.7878
2272,187916.2837
2273,153718.9866
2274,179411.1691
2275,155646.7938
2276,195112.7097
2277,183725.1319
2278,145826.8816
2279,120642.3223
2280,111637.841
2281,164224.6597
2282,183972.4388
2283,108901.6986
2284,109024.2825
2285,144892.8372
2286,122624.3572
2287,367805.111
2288,280807.5393
2289,368531.9125
2290,434399.2131
2291,331376.3893
2292,440839.2228
2293,435027.6972
2294,398384.0108
2295,487077.2316
2296,276661.2289
2297,353405.468
2298,346796.8089
2299,337092.092
2300,329429.4265
2301,317238.8529
2302,258045.0014
2303,248076.0136
2304,257380.5991
2305,198745.1709
2306,196157.6133
2307,208479.5943
2308,238011.0774
2309,282650.3395
2310,213695.0466
2311,203402.8307
2312,175657.006
2313,171234.3833
2314,173363.3924
2315,177848.2582
2316,200934.3482
2317,194101.9873
2318,173308.5547
2319,179326.8615
2320,181879.8305
2321,240341.7398
2322,179782.0883
2323,193878.8398
2324,182552.4699
2325,213055.7948
2326,177727.8084
2327,200864.7717
2328,220795.6559
2329,194523.511
2330,187447.2797
2331,328547.2687
2332,389401.9148
2333,318651.1176
2334,265177.0094
2335,276614.1584
2336,304151.8343
2337,196479.6956
2338,266405.1319
2339,217845.5603
2340,389421.2439
2341,219023.8117
2342,239694.277
2343,230438.7672
2344,215938.5873
2345,237912.5361
2346,217224.7174
2347,202902.7803
2348,242627.508
2349,183093.0164
2350,308946.6067
2351,259642.4685
2352,260444.3753
2353,250257.2203
2354,148780.8356
2355,148517.5432
2356,144767.0563
2357,189440.8634
2358,200398.2377
2359,136587.0872
2360,114436.8147
2361,147274.9201
2362,265099.466
2363,131174.8449
2364,148313.6169
2365,215143.9012
2366,193510.3886
2367,224971.2436
2368,214970.9368
2369,224933.6835
2370,162965.419
2371,157278.6904
2372,193015.4499
2373,290861.1218
2374,309715.742
2375,252407.1739
2376,296422.9362
2377,312835.4139
2378,149344.5139
2379,196673.1764
2380,148870.4157
2381,169915.7402
2382,207022.5135
2383,201139.0726
2384,241082.7676
2385,159891.8443
2386,131473.0224
2387,130763.8221
2388,97599.43197
2389,116346.9001
2390,152564.5756
2391,140057.071
2392,116247.5963
2393,172341.7513
2394,147005.87
2395,207761.0079
2396,138110.4246
2397,220450.5577
2398,127630.7119
2399,66721.88883
2400,68328.6921
2401,122267.8478
2402,135742.5793
2403,146572.5131
2404,152631.945
2405,158270.2043
2406,134131.1263
2407,125704.519
2408,145773.4749
2409,120067.6176
2410,162245.3927
2411,113099.5353
2412,151249.8103
2413,127357.668
2414,157828.5718
2415,133465.4578
2416,125062.355
2417,132668.4338
2418,132794.0139
2419,124736.8453
2420,118261.5043
2421,144505.389
2422,107954.3355
2423,121406.1579
2424,160906.4602
2425,190914.5089
2426,134773.4783
2427,130471.8139
2428,179034.8105
2429,112140.5101
2430,126476.5083
2431,108419.0505
2432,145653.3217
2433,140591.1645
2434,135905.4836
2435,146743.8708
2436,107398.8427
2437,107486.0364
2438,118237.0873
2439,102369.314
2440,122958.2791
2441,96104.64752
2442,92864.22911
2443,130933.0085
2444,136074.0467
2445,90851.24901
2446,147411.0873
2447,185277.1216
2448,127295.7477
2449,115019.9336
2450,151281.634
2451,115775.1171
2452,189158.4143
2453,95328.46068
2454,130178.0984
2455,109139.5186
2456,139953.2098
2457,138365.9376
2458,138259.2276
2459,114758.6025
2460,146464.2057
2461,131405.9034
2462,135304.5135
2463,126005.1436
2464,184267.3436
2465,131928.1957
2466,109883.9329
2467,119357.0644
2468,93497.15646
2469,89528.3865
2470,188137.8517
2471,203959.7248
2472,150856.3924
2473,109924.2802
2474,77260.01362
2475,221594.7617
2476,115110.3084
2477,121987.9194
2478,152800.2061
2479,105247.6161
2480,164936.3753
2481,123463.436
2482,113207.8913
2483,107849.2242
2484,122809.5942
2485,121451.4921
2486,148977.0445
2487,155892.9698
2488,166123.0601
2489,145940.9301
2490,137761.8126
2491,90662.80137
2492,199448.3047
2493,152098.0964
2494,137670.5777
2495,83423.6994
2496,241272.464
2497,153202.8259
2498,107826.0979
2499,80646.0599
2500,119691.504
2501,138030.7211
2502,136409.9271
2503,84677.8695
2504,165356.6857
2505,231220.4483
2506,244456.7397
2507,284071.2946
2508,244078.3394
2509,218421.6904
2510,213985.0877
2511,173587.2589
2512,202719.4646
2513,220354.2557
2514,254482.6626
2515,151360.6605
2516,174056.8877
2517,151329.8235
2518,162010.1618
2519,237797.6438
2520,219765.1942
2521,184431.4781
2522,222267.6794
2523,113042.7078
2524,134360.6713
2525,149144.5225
2526,141264.4632
2527,119731.9021
2528,131212.2666
2529,134187.3631
2530,120223.1547
2531,255434.9737
2532,223417.1768
2533,192203.0657
2534,238695.8972
2535,278641.8948
2536,222971.954
2537,245848.9396
2538,180730.8831
2539,180377.9307
2540,181712.4383
2541,181696.3859
2542,161082.8478
2543,122683.7475
2544,117536.0473
2545,135273.513
2546,122881.0724
2547,131725.3647
2548,151302.6663
2549,157375.9523
2550,475623.3337
2551,144732.1548
2552,128120.8941
2553,72863.29497
2554,93830.83365
2555,113489.8438
2556,96610.84697
2557,98470.69162
2558,153507.6336
2559,136535.6381
2560,153569.5275
2561,149501.264
2562,146553.2112
2563,153429.354
2564,201513.4861
2565,146764.5742
2566,155577.6446
2567,142310.1401
2568,190909.5787
2569,230176.9231
2570,115317.1535
2571,195986.0475
2572,156637.5415
2573,227755.0709
2574,309946.7733
2575,125174.7521
2576,113753.6816
2577,137422.6575
2578,75476.92765
2579,56664.93071
2580,99652.89888
2581,111960.4081
2582,110971.1521
2583,286401.844
2584,174683.1875
2585,186831.9438
2586,222368.5518
2587,199475.3968
2588,133641.9032
2589,148051.7008
2590,193016.423
2591,241100.8654
2592,211041.3089
2593,229390.5614
2594,184516.6312
2595,196712.4805
2596,294102.5159
2597,183981.7132
2598,291133.898
2599,317926.6135
2600,156833.7358
2601,135348.2795
2602,81146.17196
2603,92303.33138
2604,89202.01423
2605,79234.1006
2606,138857.0955
2607,221541.5665
2608,179972.4753
2609,169550.143
2610,107253.0684
2611,129285.3983
2612,158348.811
2613,128053.3493
2614,118585.7142
2615,160211.0869
2616,141965.2947
2617,178532.7349
2618,196171.7657
2619,195529.748
2620,192086.2446
2621,176121.845
2622,184149.4385
2623,231939.0734
2624,298056.6334
2625,275160.3692
2626,171867.6557
2627,164145.6236
2628,512023.4177
2629,537397.5275
2630,401364.8435
2631,489988.092
2632,425470.7985
2633,312661.6312
2634,433167.1323
2635,145813.1024
2636,174546.4029
2637,175384.6064
2638,266262.7247
2639,189080.9187
2640,151342.7562
2641,103583.1741
2642,187573.7338
2643,105283.5848
2644,113313.5752
2645,109965.7923
2646,95852.92056
2647,102972.5736
2648,147531.0201
2649,146825.1829
2650,140427.7585
2651,141486.1244
2652,395165.4876
2653,259770.4853
2654,258752.5341
2655,400349.5667
2656,328137.2543
2657,341668.7484
2658,304072.0467
2659,312357.8304
2660,354063.9609
2661,355396.9418
2662,368416.87
2663,296889.7707
2664,265308.6998
2665,333568.4353
2666,281515.9972
2667,173995.3663
2668,173809.6515
2669,181628.7761
2670,273486.7202
2671,178358.4623
2672,190776.4342
2673,198212.0027
2674,194104.2575
2675,174276.5729
2676,189533.4307
2677,197344.8988
2678,228195.0596
2679,278671.9051
2680,293763.6634
2681,387839.8645
2682,313633.223
2683,538545.2327
2684,325663.6739
2685,331266.1609
2686,254565.4922
2687,310766.4345
2688,213544.3009
2689,211150.7825
2690,408680.4354
2691,192859.4959
2692,146950.3999
2693,198232.5634
2694,135558.8809
2695,188768.3928
2696,177209.4936
2697,184526.5273
2698,187846.9774
2699,173716.6032
2700,159007.6317
2701,139806.74
2702,105749.7016
2703,117185.5102
2704,137865.9192
2705,111613.9365
2706,101094.6912
2707,112262.1329
2708,132070.5133
2709,104219.9051
2710,122616.3532
2711,267013.1797
2712,380333.2164
2713,172756.8947
2714,147861.2522
2715,167536.6472
2716,141968.3888
2717,191167.5113
2718,213710.0793
2719,153595.0956
2720,177160.8641
2721,126996.7642
2722,158818.5152
2723,134890.821
2724,123702.1752
2725,125851.959
2726,148981.8168
2727,175471.995
2728,184391.5364
2729,145455.6295
2730,150176.7649
2731,123831.7081
2732,137209.6903
2733,154350.9136
2734,133433.1515
2735,136498.8735
2736,136560.3099
2737,116006.2072
2738,133790.4365
2739,154513.9824
2740,133020.6738
2741,139944.5459
2742,148838.9018
2743,153156.1092
2744,157388.4172
2745,141043.5928
2746,136580.8484
2747,149834.9576
2748,120577.7063
2749,129870.4415
2750,133172.6197
2751,135206.5239
2752,196838.3801
2753,139080.5909
2754,204840.0729
2755,137400.7793
2756,90786.20973
2757,65542.6932
2758,93122.91416
2759,158798.1491
2760,120570.6019
2761,140545.8625
2762,145115.1744
2763,183986.9879
2764,156026.3452
2765,288229.5839
2766,102037.541
2767,89356.49803
2768,129414.4135
2769,130886.3989
2770,136695.5971
2771,105851.7586
2772,110037.3168
2773,175064.2321
2774,145959.0287
2775,112828.9228
2776,143385.0863
2777,156815.808
2778,100591.0379
2779,118658.737
2780,96122.05535
2781,92719.39002
2782,99557.02903
2783,101879.0731
2784,122859.5015
2785,132138.9208
2786,66918.28072
2787,127953.4081
2788,78090.89649
2789,160547.5653
2790,93845.16621
2791,113986.8553
2792,64119.96492
2793,116138.1787
2794,98314.29308
2795,119630.9346
2796,94422.92092
2797,196697.7928
2798,114503.5278
2799,98121.29077
2800,64009.04017
2801,93180.05689
2802,123304.9221
2803,159795.9505
2804,129986.6858
2805,96406.33482
2806,79484.2711
2807,175927.2938
2808,145781.3845
2809,129905.2021
2810,129035.7495
2811,161380.7282
2812,169457.5602
2813,146602.3656
2814,149229.2521
2815,95913.65125
2816,222893.6929
2817,155680.5047
2818,132801.9373
2819,165570.9705
2820,134748.6262
2821,100046.9398
2822,199824.1055
2823,321514.8299
2824,175417.7485
2825,147588.1882
2826,129708.5602
2827,129631.4313
2828,210832.1175
2829,213849.0119
2830,227623.5008
2831,174197.8826
2832,246243.6746
2833,306525.4198
2834,224458.7312
2835,221848.8071
2836,187634.8868
2837,162059.4747
2838,153047.5957
2839,178102.3717
2840,208249.6771
2841,197924.6481
2842,224526.9642
2843,145338.7956
2844,172062.1687
2845,127314.347
2846,204497.9503
2847,210918.0285
2848,216082.8147
2849,191701.3964
2850,275605.5099
2851,204926.0435
2852,236250.6351
2853,230996.2654
2854,137520.5354
2855,200585.3688
2856,194329.7984
2857,182691.0233
2858,198106.5926
2859,109861.9484
2860,134199.4274
2861,123685.7513
2862,186568.4542
2863,124856.2744
2864,240114.7457
2865,141814.5584
2866,141815.2624
2867,100042.9278
2868,108715.2983
2869,99683.07941
2870,122272.56
2871,83838.7677
2872,53673.37071
2873,97432.53794
2874,140603.5662
2875,118018.6249
2876,166323.2745
2877,147614.3061
2878,154498.5815
2879,144452.3595
2880,104343.2267
2881,143039.534
2882,174001.3521
2883,199262.0155
2884,216142.0397
2885,185875.2442
2886,228623.4245
2887,93241.24032
2888,134206.2653
2889,57079.13153
2890,75332.55607
2891,129781.7854
2892,48383.50982
2893,78936.74721
2894,67133.91557
2895,337311.5311
2896,280244.9391
2897,206329.2256
2898,142993.561
2899,207370.1095
2900,162587.6472
2901,204472.3239
2902,177343.4029
2903,318990.9671
2904,339630.0851
2905,82044.79999
2906,197186.6517
2907,105635.4085
2908,125931.5417
2909,147831.5164
2910,77926.16834
2911,81159.79018
2912,148415.1154
2913,75229.93807
2914,78192.82694
2915,86119.45056
2916,78424.7732
2917,167968.5139
2918,121203.4052
2919,219139.3486
